Platform,Year_of_Release,Genre,Publisher,Rating,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
PSP,2010.0,Role-Playing,Atlus,T,0.06,0.0,0.02,0.01,0.09,75.0,10.0,7.7,7.0
3DS,2016.0,Action,505 Games,T,0.0,0.04,0.05,0.0,0.09,71.0,6.0,7.1,21.0
GC,2005.0,Role-Playing,Namco Bandai Games,E,0.07,0.02,0.0,0.0,0.09,55.0,4.0,8.1,19.0
X360,2006.0,Role-Playing,Idea Factory,T,0.08,0.0,0.0,0.01,0.09,59.0,16.0,7.5,19.0
GC,2005.0,Action,Activision,E10+,0.07,0.02,0.0,0.0,0.09,68.0,11.0,8.0,9.0
Wii,2006.0,Platform,Midway Games,E10+,0.08,0.0,0.0,0.01,0.09,45.0,12.0,1.4,5.0
PC,2014.0,Role-Playing,Deep Silver,M,0.0,0.08,0.0,0.0,0.09,65.0,49.0,5.7,822.0
X360,2008.0,Fighting,505 Games,T,0.07,0.0,0.01,0.01,0.09,71.0,22.0,6.6,8.0
XB,2004.0,Misc,Konami Digital Entertainment,E,0.06,0.02,0.0,0.0,0.09,80.0,13.0,8.5,4.0
PS2,2005.0,Sports,505 Games,T,0.04,0.03,0.0,0.01,0.09,78.0,12.0,8.5,17.0
PSP,2009.0,Action,Playlogic Game Factory,M,0.05,0.03,0.0,0.01,0.09,66.0,25.0,8.2,20.0
GC,2002.0,Platform,THQ,E,0.07,0.02,0.0,0.0,0.09,42.0,4.0,5.1,7.0
DS,2009.0,Puzzle,Electronic Arts,E,0.08,0.0,0.0,0.01,0.09,82.0,46.0,8.0,38.0
PS,2000.0,Racing,Sony Computer Entertainment,E,0.05,0.03,0.0,0.01,0.09,85.0,7.0,8.9,16.0
PS2,2007.0,Action,Tecmo Koei,T,0.04,0.03,0.0,0.01,0.09,50.0,11.0,8.0,9.0
Wii,2011.0,Action,Activision,T,0.06,0.02,0.0,0.01,0.09,62.0,9.0,5.2,6.0
Wii,2008.0,Action,Eidos Interactive,T,0.08,0.0,0.0,0.01,0.09,28.0,5.0,2.5,11.0
XB,2004.0,Action,Atari,T,0.06,0.02,0.0,0.0,0.09,72.0,17.0,6.5,6.0
DS,2010.0,Misc,MTV Games,E10+,0.07,0.01,0.0,0.01,0.09,79.0,8.0,5.5,6.0
GBA,2006.0,Action,LucasArts,E,0.06,0.02,0.0,0.0,0.09,55.0,5.0,7.0,6.0
XB,2005.0,Adventure,Disney Interactive Studios,E10+,0.06,0.02,0.0,0.0,0.09,65.0,19.0,7.3,6.0
GBA,2003.0,Racing,Kemco,E,0.06,0.02,0.0,0.0,0.09,78.0,12.0,7.6,5.0
PC,2011.0,Shooter,THQ,M,0.05,0.02,0.0,0.01,0.09,75.0,29.0,6.7,273.0
Wii,2011.0,Misc,Rising Star Games,E,0.06,0.02,0.0,0.01,0.09,84.0,19.0,8.7,18.0
XOne,2015.0,Sports,Bigben Interactive,E,0.03,0.05,0.0,0.01,0.09,20.0,4.0,3.1,30.0
GC,2003.0,Shooter,Ubisoft,M,0.07,0.02,0.0,0.0,0.09,73.0,27.0,7.7,20.0
Wii,2010.0,Misc,Majesco Entertainment,T,0.08,0.0,0.0,0.01,0.09,56.0,7.0,8.2,5.0
PS2,2001.0,Role-Playing,Ubisoft,T,0.04,0.03,0.0,0.01,0.09,70.0,14.0,7.5,6.0
X360,2009.0,Shooter,Eidos Interactive,M,0.05,0.03,0.0,0.01,0.09,30.0,21.0,5.9,33.0
X360,2007.0,Shooter,Vivendi Games,M,0.07,0.01,0.0,0.01,0.09,66.0,43.0,7.1,16.0
WiiU,2013.0,Platform,Ubisoft,E,0.04,0.03,0.0,0.01,0.09,42.0,5.0,5.6,21.0
PS4,2014.0,Action,Square Enix,T,0.0,0.07,0.0,0.01,0.09,74.0,40.0,6.7,128.0
PC,2008.0,Simulation,Electronic Arts,T,0.0,0.07,0.0,0.01,0.09,75.0,10.0,7.7,19.0
PS2,2005.0,Action,Capcom,M,0.04,0.03,0.0,0.01,0.09,70.0,39.0,8.1,36.0
PC,2002.0,Strategy,Microsoft Game Studios,T,0.02,0.06,0.0,0.01,0.09,89.0,31.0,8.9,484.0
PS2,2004.0,Action,Sega,E,0.04,0.03,0.0,0.01,0.09,54.0,29.0,6.9,7.0
PS3,2011.0,Action,THQ,E10+,0.07,0.01,0.0,0.01,0.09,70.0,4.0,7.0,4.0
GBA,2006.0,Adventure,THQ,E,0.06,0.02,0.0,0.0,0.09,69.0,10.0,9.0,4.0
X360,2009.0,Platform,Ubisoft,E,0.07,0.0,0.0,0.01,0.09,62.0,12.0,6.5,11.0
PS2,2001.0,Strategy,Natsume,T,0.04,0.03,0.0,0.01,0.09,63.0,5.0,7.1,16.0
XB,2007.0,Sports,Electronic Arts,E,0.06,0.02,0.0,0.0,0.08,82.0,4.0,8.1,8.0
PS2,2000.0,Role-Playing,Konami Digital Entertainment,T,0.04,0.03,0.0,0.01,0.08,48.0,16.0,6.3,39.0
DS,2008.0,Misc,DSI Games,E,0.08,0.0,0.0,0.01,0.08,38.0,5.0,3.2,5.0
PC,2004.0,Shooter,Vivendi Games,M,0.0,0.07,0.0,0.02,0.08,88.0,9.0,8.9,9851.0
PC,2011.0,Adventure,DTP Entertainment,T,0.02,0.05,0.0,0.01,0.08,72.0,27.0,7.7,80.0
X360,2007.0,Shooter,Ubisoft,T,0.08,0.0,0.0,0.01,0.08,43.0,11.0,6.7,55.0
X360,2008.0,Shooter,Valcon Games,E10+,0.06,0.02,0.0,0.01,0.08,73.0,11.0,7.5,12.0
PS3,2012.0,Racing,Activision,E,0.07,0.0,0.0,0.01,0.08,76.0,4.0,4.5,15.0
PC,2006.0,Strategy,LucasArts,T,0.01,0.06,0.0,0.01,0.08,79.0,45.0,8.4,240.0
PS4,2016.0,Fighting,PQube,T,0.04,0.0,0.03,0.01,0.08,85.0,21.0,7.6,39.0
XB,2003.0,Racing,Sega,T,0.06,0.02,0.0,0.0,0.08,72.0,32.0,9.2,5.0
DS,2008.0,Role-Playing,Sting,T,0.06,0.0,0.02,0.0,0.08,76.0,25.0,8.6,23.0
DS,2005.0,Fighting,Electronic Arts,E10+,0.08,0.0,0.0,0.01,0.08,34.0,6.0,6.5,16.0
3DS,2011.0,Shooter,Majesco Entertainment,E10+,0.08,0.0,0.0,0.01,0.08,75.0,8.0,7.7,18.0
3DS,2011.0,Action,Sega,T,0.05,0.02,0.0,0.01,0.08,51.0,9.0,5.0,6.0
GBA,2003.0,Strategy,Capcom,T,0.06,0.02,0.0,0.0,0.08,64.0,21.0,8.7,7.0
GC,2002.0,Puzzle,Hudson Soft,E,0.06,0.02,0.0,0.0,0.08,70.0,21.0,7.9,10.0
PS2,2006.0,Racing,Codemasters,E10+,0.04,0.03,0.0,0.01,0.08,82.0,26.0,7.2,15.0
Wii,2009.0,Shooter,Majesco Entertainment,T,0.07,0.0,0.0,0.01,0.08,31.0,6.0,5.0,11.0
WiiU,2014.0,Adventure,Little Orbit,E10+,0.03,0.05,0.0,0.01,0.08,47.0,4.0,4.9,7.0
PS3,2007.0,Shooter,Midway Games,T,0.07,0.01,0.0,0.01,0.08,56.0,23.0,6.3,18.0
PS2,2000.0,Platform,Ubisoft,E,0.04,0.03,0.0,0.01,0.08,73.0,10.0,7.3,7.0
GBA,2003.0,Misc,Telegames,E,0.06,0.02,0.0,0.0,0.08,80.0,9.0,8.3,7.0
PSP,2005.0,Puzzle,Ubisoft,E,0.07,0.0,0.0,0.01,0.08,77.0,36.0,7.7,13.0
Wii,2008.0,Adventure,Capcom,T,0.08,0.0,0.0,0.01,0.08,60.0,28.0,7.8,5.0
XB,2003.0,Strategy,Electronic Arts,T,0.06,0.02,0.0,0.0,0.08,64.0,19.0,7.7,21.0
PC,2010.0,Puzzle,PopCap Games,E,0.02,0.05,0.0,0.01,0.08,82.0,27.0,8.1,86.0
PS2,2003.0,Shooter,LucasArts,T,0.04,0.03,0.0,0.01,0.08,49.0,23.0,5.0,4.0
XB,2006.0,Sports,Electronic Arts,E,0.06,0.02,0.0,0.0,0.08,63.0,30.0,7.1,9.0
PSP,2005.0,Puzzle,Eidos Interactive,E10+,0.07,0.0,0.0,0.01,0.08,45.0,19.0,5.4,5.0
GBA,2004.0,Role-Playing,THQ,T,0.06,0.02,0.0,0.0,0.08,77.0,20.0,8.8,15.0
GBA,2003.0,Role-Playing,THQ,E,0.06,0.02,0.0,0.0,0.08,74.0,18.0,8.3,9.0
PS4,2014.0,Sports,Unknown,E,0.05,0.02,0.0,0.01,0.08,66.0,11.0,6.3,67.0
GC,2005.0,Action,Empire Interactive,E,0.06,0.02,0.0,0.0,0.08,64.0,14.0,6.8,6.0
GBA,2004.0,Shooter,Ignition Entertainment,T,0.06,0.02,0.0,0.0,0.08,79.0,32.0,8.3,14.0
GC,2006.0,Racing,Namco Bandai Games,E,0.06,0.02,0.0,0.0,0.08,57.0,10.0,7.8,4.0
XB,2006.0,Simulation,Ubisoft,T,0.06,0.02,0.0,0.0,0.08,69.0,19.0,6.8,4.0
PS4,2015.0,Action,Namco Bandai Games,T,0.0,0.0,0.08,0.0,0.08,70.0,18.0,7.8,44.0
X360,2006.0,Sports,Take-Two Interactive,E10+,0.07,0.0,0.0,0.01,0.08,78.0,51.0,7.9,166.0
DS,2008.0,Simulation,Ubisoft,T,0.08,0.0,0.0,0.01,0.08,48.0,6.0,7.1,7.0
PS4,2015.0,Platform,Yacht Club Games,E,0.03,0.03,0.0,0.01,0.08,90.0,18.0,7.6,312.0
PS,2000.0,Platform,Virgin Interactive,E,0.05,0.03,0.0,0.01,0.08,69.0,15.0,8.1,11.0
PSV,2013.0,Action,Sony Computer Entertainment,E10+,0.0,0.06,0.0,0.02,0.08,69.0,16.0,6.8,10.0
DS,2007.0,Platform,Konami Digital Entertainment,E10+,0.08,0.0,0.0,0.01,0.08,47.0,23.0,7.5,6.0
PS2,2005.0,Role-Playing,Ghostlight,M,0.04,0.03,0.0,0.01,0.08,82.0,38.0,7.9,38.0
PC,2012.0,Sports,Konami Digital Entertainment,E,0.0,0.07,0.0,0.01,0.08,80.0,8.0,6.9,182.0
PC,2016.0,Shooter,Take-Two Interactive,T,0.04,0.04,0.0,0.01,0.08,69.0,34.0,6.9,400.0
Wii,2008.0,Adventure,The Adventure Company,T,0.06,0.01,0.0,0.01,0.08,46.0,6.0,7.3,6.0
DS,2009.0,Sports,Take-Two Interactive,T,0.06,0.01,0.0,0.01,0.08,71.0,4.0,7.8,5.0
PS2,2002.0,Racing,Atari,E,0.04,0.03,0.0,0.01,0.08,76.0,9.0,9.2,9.0
GBA,2004.0,Sports,Electronic Arts,E,0.06,0.02,0.0,0.0,0.08,75.0,4.0,7.8,5.0
PS3,2009.0,Shooter,Eidos Interactive,M,0.04,0.03,0.0,0.01,0.08,35.0,18.0,4.8,27.0
PS4,2016.0,Platform,Capcom,E,0.07,0.0,0.0,0.02,0.08,77.0,22.0,6.1,55.0
PS3,2011.0,Action,Namco Bandai Games,M,0.04,0.03,0.0,0.01,0.08,51.0,37.0,6.0,8.0
GC,2005.0,Sports,Electronic Arts,E10+,0.06,0.02,0.0,0.0,0.08,78.0,18.0,9.3,7.0
PS2,2006.0,Shooter,SouthPeak Games,M,0.04,0.03,0.0,0.01,0.08,44.0,36.0,5.8,15.0
PS2,2005.0,Action,Take-Two Interactive,M,0.04,0.03,0.0,0.01,0.08,78.0,46.0,8.9,58.0
PS2,2004.0,Action,Sega,T,0.04,0.03,0.0,0.01,0.08,52.0,31.0,7.0,6.0
3DS,2014.0,Action,Little Orbit,E10+,0.0,0.07,0.0,0.0,0.08,65.0,5.0,5.6,8.0
PS3,2014.0,Role-Playing,Deep Silver,M,0.02,0.05,0.0,0.01,0.08,36.0,8.0,3.7,77.0
X360,2009.0,Action,Konami Digital Entertainment,E10+,0.07,0.0,0.0,0.01,0.08,62.0,12.0,8.0,6.0
Wii,2007.0,Action,Popcorn Arcade,E,0.07,0.0,0.0,0.01,0.08,20.0,6.0,1.7,52.0
GC,2004.0,Action,Ubisoft,T,0.06,0.02,0.0,0.0,0.08,78.0,25.0,8.0,11.0
PC,2005.0,Shooter,Electronic Arts,T,0.0,0.07,0.0,0.01,0.08,91.0,55.0,8.4,837.0
GC,2002.0,Sports,Eidos Interactive,E,0.06,0.02,0.0,0.0,0.08,72.0,11.0,9.3,4.0
PC,2016.0,Shooter,Electronic Arts,M,0.03,0.04,0.0,0.01,0.08,85.0,27.0,8.0,488.0
X360,2014.0,Fighting,Atlus,T,0.06,0.01,0.0,0.01,0.08,85.0,15.0,7.4,35.0
X360,2011.0,Fighting,505 Games,M,0.05,0.02,0.0,0.01,0.08,49.0,17.0,6.2,11.0
PS2,2006.0,Fighting,Ignition Entertainment,T,0.01,0.01,0.05,0.0,0.08,66.0,23.0,8.6,17.0
PS2,2004.0,Strategy,Tecmo Koei,T,0.0,0.0,0.08,0.0,0.08,70.0,7.0,8.8,6.0
GC,2002.0,Sports,Electronic Arts,E,0.06,0.02,0.0,0.0,0.08,86.0,12.0,7.8,10.0
PC,2011.0,Sports,Take-Two Interactive,E,0.06,0.01,0.0,0.01,0.08,74.0,5.0,5.9,16.0
XB,2003.0,Racing,Eidos Interactive,T,0.06,0.02,0.0,0.0,0.08,54.0,22.0,5.8,5.0
GC,2002.0,Misc,Take-Two Interactive,T,0.06,0.02,0.0,0.0,0.08,79.0,23.0,6.9,11.0
Wii,2008.0,Puzzle,The Adventure Company,E,0.07,0.01,0.0,0.01,0.08,56.0,7.0,7.8,4.0
WiiU,2012.0,Action,Tecmo Koei,T,0.04,0.02,0.02,0.01,0.08,64.0,18.0,7.4,31.0
PSP,2009.0,Sports,Sony Computer Entertainment,E,0.07,0.0,0.0,0.01,0.08,69.0,13.0,3.0,13.0
PS3,2013.0,Platform,Namco Bandai Games,E10+,0.03,0.03,0.0,0.01,0.08,51.0,6.0,3.1,7.0
PS2,2003.0,Misc,Agetec,T,0.04,0.03,0.0,0.01,0.08,79.0,16.0,8.6,10.0
PS2,2001.0,Role-Playing,Ubisoft,T,0.04,0.03,0.0,0.01,0.08,43.0,14.0,6.7,10.0
GC,2003.0,Racing,Empire Interactive,T,0.06,0.02,0.0,0.0,0.08,63.0,5.0,8.2,6.0
DS,2008.0,Role-Playing,Namco Bandai Games,T,0.07,0.0,0.0,0.01,0.08,73.0,22.0,9.0,22.0
PC,2013.0,Shooter,City Interactive,M,0.02,0.05,0.0,0.01,0.08,52.0,24.0,5.8,320.0
X360,2009.0,Fighting,Rising Star Games,M,0.07,0.01,0.0,0.01,0.08,46.0,33.0,5.2,12.0
PS2,2004.0,Action,505 Games,M,0.04,0.03,0.0,0.01,0.08,58.0,34.0,7.6,5.0
X360,2007.0,Action,Warner Bros. Interactive Entertainment,E10+,0.06,0.01,0.0,0.01,0.08,40.0,15.0,6.8,13.0
DS,2008.0,Puzzle,Deep Silver,E,0.07,0.0,0.0,0.01,0.08,59.0,23.0,5.6,5.0
GC,2003.0,Action,Electronic Arts,E,0.06,0.02,0.0,0.0,0.08,62.0,11.0,8.3,6.0
XB,2003.0,Sports,3DO,E,0.06,0.02,0.0,0.0,0.08,83.0,14.0,8.4,8.0
GC,2005.0,Shooter,Electronic Arts,M,0.06,0.02,0.0,0.0,0.08,82.0,32.0,9.1,41.0
PC,2011.0,Strategy,THQ,M,0.0,0.06,0.0,0.02,0.08,80.0,52.0,7.8,235.0
PS,1999.0,Action,Titus,T,0.04,0.03,0.0,0.01,0.08,80.0,11.0,7.5,11.0
GBA,2002.0,Fighting,Marvelous Interactive,T,0.06,0.02,0.0,0.0,0.08,80.0,10.0,9.1,10.0
Wii,2006.0,Platform,Vivendi Games,E10+,0.06,0.01,0.0,0.01,0.08,66.0,9.0,7.8,5.0
X360,2011.0,Action,Namco Bandai Games,M,0.05,0.03,0.0,0.01,0.08,49.0,41.0,5.6,16.0
PS2,2001.0,Shooter,Swing! Entertainment,T,0.04,0.03,0.0,0.01,0.08,39.0,4.0,5.8,4.0
GC,2003.0,Action,Atari,E,0.06,0.02,0.0,0.0,0.08,66.0,7.0,7.3,8.0
PSP,2009.0,Simulation,From Software,T,0.0,0.0,0.08,0.0,0.08,43.0,6.0,6.7,6.0
X360,2013.0,Platform,Namco Bandai Games,E10+,0.04,0.03,0.0,0.01,0.08,49.0,7.0,5.1,13.0
GC,2003.0,Action,Kemco,T,0.06,0.02,0.0,0.0,0.08,29.0,14.0,3.2,19.0
PSP,2007.0,Puzzle,Sega,E10+,0.07,0.0,0.0,0.01,0.08,83.0,41.0,9.0,21.0
PC,2011.0,Action,Kalypso Media,T,0.06,0.01,0.0,0.01,0.08,57.0,19.0,5.8,60.0
X360,2006.0,Action,D3Publisher,T,0.04,0.0,0.03,0.0,0.08,69.0,55.0,7.7,60.0
GC,2006.0,Action,Eidos Interactive,T,0.06,0.02,0.0,0.0,0.08,78.0,6.0,7.8,8.0
XB,2003.0,Action,Midway Games,M,0.06,0.02,0.0,0.0,0.08,68.0,23.0,7.4,5.0
PC,2012.0,Role-Playing,Focus Home Interactive,M,0.0,0.07,0.0,0.01,0.08,58.0,23.0,6.5,345.0
PSP,2006.0,Action,Electronic Arts,T,0.07,0.0,0.0,0.01,0.08,61.0,33.0,6.9,12.0
PSV,2014.0,Role-Playing,Nippon Ichi Software,T,0.03,0.01,0.02,0.02,0.08,72.0,28.0,8.3,35.0
PS4,2016.0,Shooter,Capcom,M,0.06,0.0,0.0,0.01,0.08,60.0,19.0,6.7,94.0
PC,2015.0,Action,Ubisoft,M,0.05,0.02,0.0,0.01,0.08,74.0,25.0,7.5,362.0
GC,2002.0,Platform,Atari,E,0.06,0.02,0.0,0.0,0.08,61.0,5.0,7.0,5.0
PC,2008.0,Action,Eidos Interactive,T,0.0,0.06,0.0,0.01,0.08,80.0,20.0,7.7,272.0
GC,2002.0,Role-Playing,Ubisoft,E,0.06,0.02,0.0,0.0,0.08,63.0,20.0,8.0,10.0
Wii,2006.0,Shooter,Ubisoft,M,0.06,0.01,0.0,0.01,0.08,38.0,23.0,5.3,53.0
DS,2008.0,Adventure,Game Factory,E,0.07,0.0,0.0,0.01,0.08,51.0,11.0,6.3,4.0
Wii,2008.0,Strategy,THQ,E10+,0.06,0.02,0.0,0.01,0.08,64.0,26.0,4.3,13.0
PS3,2009.0,Sports,Take-Two Interactive,E,0.07,0.0,0.0,0.01,0.08,49.0,8.0,6.5,8.0
PC,2013.0,Simulation,Koch Media,T,0.0,0.08,0.0,0.0,0.08,33.0,24.0,3.3,1340.0
PS4,2016.0,Action,Insomniac Games,E,0.06,0.0,0.0,0.01,0.08,69.0,41.0,7.3,30.0
X360,2007.0,Misc,Activision,T,0.06,0.01,0.0,0.01,0.08,74.0,10.0,6.7,6.0
PSP,2006.0,Platform,Sega,E,0.05,0.02,0.0,0.01,0.08,56.0,23.0,5.9,7.0
DS,2006.0,Strategy,THQ,E10+,0.05,0.02,0.0,0.01,0.08,64.0,24.0,7.0,16.0
PS2,2000.0,Racing,Midas Interactive Entertainment,E,0.04,0.03,0.0,0.01,0.08,67.0,10.0,7.4,7.0
GC,2003.0,Role-Playing,Sega,T,0.06,0.02,0.0,0.0,0.08,71.0,24.0,8.2,13.0
XOne,2016.0,Action,Ubisoft,M,0.03,0.04,0.0,0.01,0.08,74.0,13.0,7.6,24.0
PSP,2006.0,Platform,Capcom,E10+,0.07,0.0,0.0,0.01,0.08,72.0,49.0,7.7,18.0
X360,2006.0,Action,Tecmo Koei,T,0.07,0.01,0.0,0.01,0.08,52.0,30.0,8.7,18.0
DS,2008.0,Racing,Focus Home Interactive,E,0.06,0.01,0.0,0.01,0.08,75.0,38.0,6.9,12.0
PC,2005.0,Simulation,Ubisoft,T,0.0,0.07,0.0,0.01,0.08,90.0,23.0,7.9,95.0
PSP,2007.0,Role-Playing,Sega,T,0.07,0.0,0.0,0.01,0.08,51.0,20.0,6.0,9.0
PS2,2002.0,Shooter,Empire Interactive,T,0.04,0.03,0.0,0.01,0.08,57.0,12.0,6.8,5.0
XB,2004.0,Racing,Ubisoft,E,0.06,0.02,0.0,0.0,0.08,49.0,18.0,7.0,4.0
GC,2003.0,Racing,THQ,T,0.06,0.02,0.0,0.0,0.08,55.0,14.0,7.0,5.0
PC,2015.0,Action,Konami Digital Entertainment,M,0.0,0.07,0.0,0.0,0.08,91.0,13.0,7.7,1963.0
GC,2002.0,Sports,Midway Games,E,0.06,0.02,0.0,0.0,0.08,82.0,12.0,8.4,5.0
DS,2009.0,Action,Ubisoft,T,0.05,0.02,0.0,0.01,0.08,55.0,38.0,7.5,13.0
PS2,2005.0,Action,Namco Bandai Games,T,0.04,0.03,0.0,0.01,0.08,60.0,44.0,8.2,26.0
DS,2008.0,Puzzle,Eidos Interactive,E,0.05,0.02,0.0,0.01,0.08,78.0,33.0,8.0,22.0
GC,2003.0,Action,Capcom,M,0.06,0.02,0.0,0.0,0.08,62.0,14.0,8.3,44.0
GC,2003.0,Sports,Acclaim Entertainment,E,0.06,0.02,0.0,0.0,0.08,80.0,14.0,9.2,5.0
DS,2008.0,Shooter,D3Publisher,E10+,0.07,0.0,0.0,0.01,0.08,83.0,38.0,8.1,27.0
PS4,2016.0,Racing,Namco Bandai Games,E,0.01,0.05,0.0,0.01,0.08,75.0,19.0,8.0,50.0
3DS,2014.0,Action,Tecmo Koei,T,0.0,0.0,0.08,0.0,0.08,63.0,13.0,6.1,10.0
Wii,2008.0,Adventure,Konami Digital Entertainment,E10+,0.07,0.0,0.0,0.01,0.08,54.0,11.0,6.0,6.0
GC,2007.0,Sports,Electronic Arts,E,0.06,0.02,0.0,0.0,0.08,75.0,4.0,7.0,7.0
PS2,2005.0,Platform,Sony Computer Entertainment,E,0.04,0.03,0.0,0.01,0.08,71.0,5.0,7.7,7.0
X360,2009.0,Shooter,Playlogic Game Factory,M,0.06,0.01,0.0,0.01,0.08,35.0,23.0,5.3,10.0
GC,2004.0,Platform,Activision,E,0.06,0.02,0.0,0.0,0.08,73.0,25.0,8.6,8.0
PS,2000.0,Shooter,Atari,M,0.04,0.03,0.0,0.0,0.08,37.0,7.0,6.8,20.0
DS,2007.0,Puzzle,Jaleco,E,0.07,0.0,0.0,0.01,0.08,73.0,17.0,4.2,5.0
PC,2008.0,Racing,Electronic Arts,T,0.0,0.07,0.0,0.01,0.08,65.0,18.0,4.9,231.0
PC,2012.0,Racing,Electronic Arts,T,0.0,0.06,0.0,0.02,0.08,82.0,19.0,8.5,525.0
3DS,2016.0,Adventure,Aksys Games,M,0.05,0.0,0.02,0.01,0.08,81.0,18.0,8.5,72.0
PS2,2004.0,Strategy,505 Games,T,0.04,0.03,0.0,0.01,0.08,75.0,31.0,8.0,9.0
XB,2004.0,Shooter,Gathering of Developers,M,0.06,0.02,0.0,0.0,0.08,57.0,32.0,8.4,11.0
GC,2003.0,Shooter,SCi,T,0.06,0.02,0.0,0.0,0.08,62.0,19.0,8.4,13.0
PS2,2002.0,Strategy,Tecmo Koei,E,0.04,0.03,0.0,0.01,0.08,71.0,12.0,6.6,5.0
DS,2008.0,Adventure,Konami Digital Entertainment,E,0.07,0.0,0.0,0.01,0.08,75.0,15.0,8.3,4.0
XB,2006.0,Shooter,Ubisoft,M,0.06,0.02,0.0,0.0,0.08,78.0,15.0,6.3,32.0
PC,2012.0,Platform,Ubisoft,E10+,0.0,0.06,0.0,0.01,0.08,86.0,11.0,8.4,337.0
GBA,2002.0,Shooter,Zoo Digital Publishing,T,0.05,0.02,0.0,0.0,0.08,46.0,5.0,1.7,11.0
Wii,2007.0,Misc,Ubisoft,E,0.07,0.0,0.0,0.01,0.08,54.0,6.0,5.7,6.0
XB,2002.0,Action,THQ,T,0.06,0.02,0.0,0.0,0.08,70.0,11.0,8.9,20.0
PS3,2011.0,Racing,Konami Digital Entertainment,E10+,0.07,0.0,0.0,0.01,0.08,67.0,5.0,6.8,4.0
XB,2004.0,Misc,Codemasters,T,0.06,0.02,0.0,0.0,0.08,79.0,26.0,5.4,10.0
PS4,2015.0,Strategy,Kalypso Media,T,0.0,0.05,0.02,0.01,0.07,64.0,10.0,7.1,12.0
PS2,2005.0,Misc,RedOctane,E,0.04,0.03,0.0,0.01,0.07,72.0,14.0,9.0,13.0
DS,2008.0,Action,Square Enix,E10+,0.07,0.0,0.0,0.0,0.07,70.0,21.0,6.3,4.0
Wii,2008.0,Role-Playing,Rising Star Games,T,0.07,0.0,0.0,0.01,0.07,50.0,22.0,8.1,24.0
PS3,2014.0,Role-Playing,Nippon Ichi Software,T,0.05,0.01,0.0,0.01,0.07,71.0,18.0,7.3,27.0
PS2,2002.0,Role-Playing,Taito,E,0.04,0.03,0.0,0.01,0.07,74.0,24.0,7.5,12.0
Wii,2008.0,Adventure,The Adventure Company,T,0.06,0.01,0.0,0.01,0.07,50.0,23.0,6.2,12.0
PS2,2003.0,Platform,SCi,T,0.04,0.03,0.0,0.01,0.07,59.0,22.0,6.6,14.0
PS3,2008.0,Shooter,Activision,T,0.07,0.0,0.0,0.01,0.07,36.0,7.0,2.4,15.0
XB,2003.0,Platform,Ubisoft,E,0.06,0.02,0.0,0.0,0.07,75.0,13.0,7.9,8.0
DS,2006.0,Action,Electronic Arts,E,0.07,0.0,0.0,0.01,0.07,33.0,8.0,4.9,13.0
GBA,2002.0,Platform,Capcom,E,0.05,0.02,0.0,0.0,0.07,78.0,19.0,8.8,4.0
X360,2010.0,Action,Warner Bros. Interactive Entertainment,E10+,0.06,0.01,0.0,0.01,0.07,60.0,13.0,8.0,5.0
PC,2004.0,Racing,Electronic Arts,T,0.0,0.06,0.0,0.01,0.07,82.0,31.0,8.5,407.0
GC,2003.0,Strategy,Activision,T,0.06,0.01,0.0,0.0,0.07,82.0,19.0,8.8,12.0
PSP,2005.0,Sports,Deep Silver,T,0.07,0.0,0.0,0.01,0.07,51.0,11.0,5.3,4.0
PS3,2010.0,Racing,Activision,M,0.07,0.0,0.0,0.01,0.07,47.0,11.0,7.0,5.0
PS3,2014.0,Action,Deep Silver,M,0.04,0.03,0.0,0.01,0.07,40.0,25.0,3.5,51.0
PC,2009.0,Role-Playing,JoWood Productions,T,0.0,0.06,0.0,0.01,0.07,83.0,57.0,8.0,794.0
PSP,2005.0,Platform,Namco Bandai Games,E,0.07,0.0,0.0,0.01,0.07,61.0,9.0,6.0,4.0
Wii,2009.0,Shooter,Reef Entertainment,T,0.06,0.0,0.0,0.01,0.07,70.0,14.0,8.2,5.0
X360,2012.0,Simulation,Mad Catz,T,0.07,0.0,0.0,0.01,0.07,49.0,24.0,5.5,6.0
PC,2009.0,Shooter,Warner Bros. Interactive Entertainment,M,0.02,0.05,0.0,0.01,0.07,79.0,49.0,7.8,520.0
PS2,2002.0,Action,3DO,T,0.04,0.03,0.0,0.01,0.07,27.0,10.0,3.8,19.0
XB,2005.0,Adventure,Microids,M,0.05,0.02,0.0,0.0,0.07,70.0,29.0,8.2,5.0
XB,2005.0,Racing,Empire Interactive,M,0.05,0.02,0.0,0.0,0.07,50.0,31.0,3.4,5.0
XB,2003.0,Platform,Namco Bandai Games,T,0.05,0.02,0.0,0.0,0.07,75.0,18.0,8.4,8.0
PC,2004.0,Strategy,Electronic Arts,T,0.01,0.06,0.0,0.01,0.07,82.0,42.0,8.6,199.0
PS2,2004.0,Strategy,Tecmo Koei,T,0.04,0.03,0.0,0.01,0.07,73.0,26.0,8.1,20.0
PSP,2008.0,Fighting,Ignition Entertainment,T,0.07,0.0,0.0,0.0,0.07,61.0,16.0,7.0,9.0
PS2,2002.0,Simulation,Sega,E,0.04,0.03,0.0,0.01,0.07,64.0,18.0,7.0,8.0
